y,empirical_cdf,exact_cdf
0.0010632390,0.0018100000,0.0015935875
0.0010743439,0.0018200000,0.0016102181
0.0010751269,0.0018300000,0.0016113906
0.0010758884,0.0018400000,0.0016125310
0.0010800615,0.0018500000,0.0016187807
0.0010864421,0.0018600000,0.0016283360
0.0011128244,0.0018700000,0.0016678441
0.0011142859,0.0018800000,0.0016700327
0.0011165372,0.0018900000,0.0016734041
0.0011179907,0.0019000000,0.0016755806
0.0011202454,0.0019100000,0.0016789571
0.0011234241,0.0019200000,0.0016837171
0.0011250483,0.0019300000,0.0016861493
0.0011319166,0.0019400000,0.0016964343
0.0011358784,0.0019500000,0.0017023669
0.0011431781,0.0019600000,0.0017132978
0.0011432238,0.0019700000,0.0017133662
0.0011504935,0.0019800000,0.0017242520
0.0011512022,0.0019900000,0.0017253133
0.0011532715,0.0020000000,0.0017284118
0.0011542713,0.0020100000,0.0017299089
0.0011544065,0.0020200000,0.0017301114
0.0011624065,0.0020300000,0.0017420906
0.0011644133,0.0020400000,0.0017450955
0.0011660288,0.0020500000,0.0017475146
0.0011752409,0.0020600000,0.0017613084
0.0011762815,0.0020700000,0.0017628665
0.0011808337,0.0020800000,0.0017696829
0.0011857437,0.0020900000,0.0017770347
0.0012037249,0.0021000000,0.0018039583
0.0012044437,0.0021100000,0.0018050345
0.0012124331,0.0021200000,0.0018169968
0.0012189773,0.0021300000,0.0018267953
0.0012234962,0.0021400000,0.0018335613
0.0012281561,0.0021500000,0.0018405383
0.0012286214,0.0021600000,0.0018412350
0.0012322049,0.0021700000,0.0018466003
0.0012322696,0.0021800000,0.0018466972
0.0012429472,0.0021900000,0.0018626838
0.0012477388,0.0022000000,0.0018698578
0.0012540177,0.0022100000,0.0018792585
0.0012720282,0.0022200000,0.0019062231
0.0012747420,0.0022300000,0.0019102860
0.0012795070,0.0022400000,0.0019174200
0.0012832952,0.0022500000,0.0019230912
0.0012860435,0.0022600000,0.0019272058
0.0012989708,0.0022700000,0.0019465592
0.0013144390,0.0022800000,0.0019697160
0.0013226953,0.0022900000,0.0019820761
0.0013273961,0.0023000000,0.0019891132
0.0013314202,0.0023100000,0.0019951374
0.0013454231,0.0023200000,0.0020160996
0.0013470124,0.0023300000,0.0020184787
0.0013490076,0.0023400000,0.0020214655
0.0013519453,0.0023500000,0.0020258632
0.0013551895,0.0023600000,0.0020307195
0.0013779150,0.0023700000,0.0020647380
0.0013823374,0.0023800000,0.0020713578
0.0013828027,0.0023900000,0.0020720544
0.0013889206,0.0024000000,0.0020812121
0.0014055145,0.0024100000,0.0021060510
0.0014078835,0.0024200000,0.0021095970
0.0014171667,0.0024300000,0.0021234923
0.0014220019,0.0024400000,0.0021307296
0.0014260481,0.0024500000,0.0021367860
0.0014291489,0.0024600000,0.0021414272
0.0014319856,0.0024700000,0.0021456731
0.0014381222,0.0024800000,0.0021548583
0.0014456372,0.0024900000,0.0021661064
0.0014521768,0.0025000000,0.0021758946
0.0014533196,0.0025100000,0.0021776049
0.0014600255,0.0025200000,0.0021876418
0.0014707558,0.0025300000,0.0022037020
0.0014747168,0.0025400000,0.0022096303
0.0014778545,0.0025500000,0.0022143265
0.0014920605,0.0025600000,0.0022355882
0.0015216599,0.0025700000,0.0022798870
0.0015396540,0.0025800000,0.0023068162
0.0015408999,0.0025900000,0.0023086807
0.0015640446,0.0026000000,0.0023433170
0.0015670244,0.0026100000,0.0023477762
0.0015699783,0.0026200000,0.0023521967
0.0015715731,0.0026300000,0.0023545832
0.0015804939,0.0026400000,0.0023679328
0.0015806986,0.0026500000,0.0023682392
0.0015814336,0.0026600000,0.0023693391
0.0015834140,0.0026700000,0.0023723026
0.0015834815,0.0026800000,0.0023724036
0.0015927298,0.0026900000,0.0023862431
0.0015949489,0.0027000000,0.0023895637
0.0016028147,0.0027100000,0.0024013342
0.0016062341,0.0027200000,0.0024064509
0.0016108624,0.0027300000,0.0024133767
0.0016138421,0.0027400000,0.0024178354
0.0016164256,0.0027500000,0.0024217013
0.0016324545,0.0027600000,0.0024456861
0.0016528970,0.0027700000,0.0024762745
0.0016580218,0.0027800000,0.0024839425
0.0016654377,0.0027900000,0.0024950388
0.0016681783,0.0028000000,0.0024991394
0.0016726820,0.0028100000,0.0025058780
0.0016860406,0.0028200000,0.0025258656
0.0016925285,0.0028300000,0.0025355727
0.0016997027,0.0028400000,0.0025463067
0.0017121185,0.0028500000,0.0025648829
0.0017158487,0.0028600000,0.0025704638
0.0017300104,0.0028700000,0.0025916514
0.0017378215,0.0028800000,0.0026033376
0.0017388069,0.0028900000,0.0026048119
0.0017433786,0.0029000000,0.0026116516
0.0017766621,0.0029100000,0.0026614452
0.0017892963,0.0029200000,0.0026803459
0.0018007619,0.0029300000,0.0026974981
0.0018017477,0.0029400000,0.0026989728
0.0018054971,0.0029500000,0.0027045817
0.0018059255,0.0029600000,0.0027052225
0.0018107974,0.0029700000,0.0027125105
0.0018123314,0.0029800000,0.0027148053
0.0018143927,0.0029900000,0.0027178889
0.0018211847,0.0030000000,0.0027280492
0.0018247748,0.0030100000,0.0027334196
0.0018420013,0.0030200000,0.0027591884
0.0018568331,0.0030300000,0.0027813744
0.0018630415,0.0030400000,0.0027906611
0.0018680766,0.0030500000,0.0027981927
0.0018807985,0.0030600000,0.0028172219
0.0018819351,0.0030700000,0.0028189220
0.0018925509,0.0030800000,0.0028348006
0.0019005532,0.0030900000,0.0028467700
0.0019041643,0.0031000000,0.0028521712
0.0019102716,0.0031100000,0.0028613061
0.0019156353,0.0031200000,0.0028693285
0.0019168940,0.0031300000,0.0028712112
0.0019241612,0.0031400000,0.0028820806
0.0019376080,0.0031500000,0.0029021925
0.0019533277,0.0031600000,0.0029257033
0.0019584451,0.0031700000,0.0029333569
0.0019644732,0.0031800000,0.0029423726
0.0019730132,0.0031900000,0.0029551447
0.0019784997,0.0032000000,0.0029633502
0.0019866777,0.0032100000,0.0029755807
0.0019938887,0.0032200000,0.0029863650
0.0019979085,0.0032300000,0.0029923767
0.0020072875,0.0032400000,0.0030064029
0.0020083138,0.0032500000,0.0030079377
0.0020083748,0.0032600000,0.0030080290
0.0020346774,0.0032700000,0.0030473634
0.0020366475,0.0032800000,0.0030503096
0.0020468148,0.0032900000,0.0030655139
0.0020552235,0.0033000000,0.0030780882
0.0020669453,0.0033100000,0.0030956166
0.0020885923,0.0033200000,0.0031279861
0.0020892329,0.0033300000,0.0031289440
0.0020942947,0.0033400000,0.0031365128
0.0021010188,0.0033500000,0.0031465674
0.0021051576,0.0033600000,0.0031527560
0.0021054949,0.0033700000,0.0031532603
0.0021074229,0.0033800000,0.0031561432
0.0021088779,0.0033900000,0.0031583188
0.0021161363,0.0034000000,0.0031691720
0.0021178420,0.0034100000,0.0031717224
0.0021188130,0.0034200000,0.0031731743
0.0021250052,0.0034300000,0.0031824331
0.0021324329,0.0034400000,0.0031935391
0.0021326833,0.0034500000,0.0031939135
0.0021471917,0.0034600000,0.0032156063
0.0021485975,0.0034700000,0.0032177083
0.0021531879,0.0034800000,0.0032245717
0.0021533959,0.0034900000,0.0032248828
0.0021549799,0.0035000000,0.0032272511
0.0021562728,0.0035100000,0.0032291841
0.0021768236,0.0035200000,0.0032599103
0.0021832181,0.0035300000,0.0032694708
0.0021863374,0.0035400000,0.0032741344
0.0021915802,0.0035500000,0.0032819728
0.0021928152,0.0035600000,0.0032838192
0.0021932014,0.0035700000,0.0032843966
0.0021996450,0.0035800000,0.0032940302
0.0022002181,0.0035900000,0.0032948870
0.0022044621,0.0036000000,0.0033012321
0.0022172518,0.0036100000,0.0033203531
0.0022240520,0.0036200000,0.0033305194
0.0022300828,0.0036300000,0.0033395356
0.0022457655,0.0036400000,0.0033629807
0.0022727886,0.0036500000,0.0034033782
0.0022939632,0.0036600000,0.0034350315
0.0022980490,0.0036700000,0.0034411391
0.0023001075,0.0036800000,0.0034442162
0.0023088153,0.0036900000,0.0034572328
0.0023095352,0.0037000000,0.0034583090
0.0023104080,0.0037100000,0.0034596138
0.0023150637,0.0037200000,0.0034665731
0.0023161512,0.0037300000,0.0034681987
0.0023173528,0.0037400000,0.0034699948
0.0023267315,0.0037500000,0.0034840140
0.0023322175,0.0037600000,0.0034922143
0.0023413198,0.0037700000,0.0035058199
0.0023590376,0.0037800000,0.0035323030
0.0023607392,0.0037900000,0.0035348465
0.0023615290,0.0038000000,0.0035360269
0.0023753709,0.0038100000,0.0035567163
0.0023763149,0.0038200000,0.0035581272
0.0023768791,0.0038300000,0.0035589705
0.0023789535,0.0038400000,0.0035620709
0.0023808872,0.0038500000,0.0035649613
0.0023946922,0.0038600000,0.0035855947
0.0023996398,0.0038700000,0.0035929894
0.0024043076,0.0038800000,0.0035999659
0.0024043755,0.0038900000,0.0036000675
0.0024098282,0.0039000000,0.0036082170
0.0024201673,0.0039100000,0.0036236695
0.0024226960,0.0039200000,0.0036274488
0.0024243202,0.0039300000,0.0036298763
0.0024258011,0.0039400000,0.0036320896
0.0024274509,0.0039500000,0.0036345553
0.0024300254,0.0039600000,0.0036384030
0.0024328660,0.0039700000,0.0036426485
0.0024428160,0.0039800000,0.0036575189
0.0024545814,0.0039900000,0.0036751023
0.0024561200,0.0040000000,0.0036774017
0.0024690167,0.0040100000,0.0036966754
0.0024812536,0.0040200000,0.0037149629
0.0024970743,0.0040300000,0.0037386054
0.0024973286,0.0040400000,0.0037389854
0.0024988981,0.0040500000,0.0037413309
0.0025032554,0.0040600000,0.0037478423
0.0025091897,0.0040700000,0.0037567103
0.0025097172,0.0040800000,0.0037574987
0.0025125280,0.0040900000,0.0037616990
0.0025347538,0.0041000000,0.0037949118
0.0025391041,0.0041100000,0.0038014124
0.0025492099,0.0041200000,0.0038165133
0.0025511597,0.0041300000,0.0038194270
0.0025573033,0.0041400000,0.0038286070
0.0025626774,0.0041500000,0.0038366374
0.0025642104,0.0041600000,0.0038389280
0.0025748772,0.0041700000,0.0038548666
0.0025773507,0.0041800000,0.0038585626
0.0025847117,0.0041900000,0.0038695615
0.0025971391,0.0042000000,0.0038881302
0.0025986194,0.0042100000,0.0038903421
0.0026034669,0.0042200000,0.0038975850
0.0026054079,0.0042300000,0.0039004851
0.0026057049,0.0042400000,0.0039009289
0.0026059318,0.0042500000,0.0039012679
0.0026140075,0.0042600000,0.0039133341
0.0026198976,0.0042700000,0.0039221346
0.0026218963,0.0042800000,0.0039251209
0.0026242416,0.0042900000,0.0039286250
0.0026275100,0.0043000000,0.0039335084
0.0026285039,0.0043100000,0.0039349934
0.0026417988,0.0043200000,0.0039548571
0.0026636375,0.0043300000,0.0039874851
0.0026763525,0.0043400000,0.0040064813
0.0026785823,0.0043500000,0.0040098126
0.0027244171,0.0043600000,0.0040782867
0.0027251377,0.0043700000,0.0040793633
0.0027257699,0.0043800000,0.0040803077
0.0027297620,0.0043900000,0.0040862714
0.0027304861,0.0044000000,0.0040873531
0.0027321360,0.0044100000,0.0040898179
0.0027339540,0.0044200000,0.0040925336
0.0027374318,0.0044300000,0.0040977290
0.0027426450,0.0044400000,0.0041055167
0.0027489190,0.0044500000,0.0041148891
0.0027557059,0.0044600000,0.0041250275
0.0027750267,0.0044700000,0.0041538887
0.0027760239,0.0044800000,0.0041553783
0.0027776858,0.0044900000,0.0041578608
0.0027817409,0.0045000000,0.0041639181
0.0027829822,0.0045100000,0.0041657723
0.0027856906,0.0045200000,0.0041698180
0.0027877085,0.0045300000,0.0041728322
0.0027912256,0.0045400000,0.0041780858
0.0028021140,0.0045500000,0.0041943500
0.0028118116,0.0045600000,0.0042088353
0.0028120912,0.0045700000,0.0042092530
0.0028324874,0.0045800000,0.0042397180
0.0028358728,0.0045900000,0.0042447746
0.0028414032,0.0046000000,0.0042530349
0.0028434796,0.0046100000,0.0042561362
0.0028440255,0.0046200000,0.0042569516
0.0028489119,0.0046300000,0.0042642499
0.0028516966,0.0046400000,0.0042684092
0.0028605669,0.0046500000,0.0042816577
0.0028667413,0.0046600000,0.0042908797
0.0028668969,0.0046700000,0.0042911121
0.0028808937,0.0046800000,0.0043120170
0.0028823625,0.0046900000,0.0043142107
0.0028859057,0.0047000000,0.0043195025
0.0028880869,0.0047100000,0.0043227603
0.0028948413,0.0047200000,0.0043328479
0.0029004417,0.0047300000,0.0043412121
0.0029041040,0.0047400000,0.0043466818
0.0029074964,0.0047500000,0.0043517482
0.0029082054,0.0047600000,0.0043528071
0.0029238379,0.0047700000,0.0043761535
0.0029382107,0.0047800000,0.0043976181
0.0029402447,0.0047900000,0.0044006556
0.0029405244,0.0048000000,0.0044010733
0.0029483067,0.0048100000,0.0044126953
0.0029635250,0.0048200000,0.0044354219
0.0029680808,0.0048300000,0.0044422252
0.0029761796,0.0048400000,0.0044543194
0.0029900278,0.0048500000,0.0044749989
0.0029925892,0.0048600000,0.0044788239
0.0030020754,0.0048700000,0.0044929893
0.0030092110,0.0048800000,0.0045036445
0.0030279744,0.0048900000,0.0045316624
0.0030324327,0.0049000000,0.0045383195
0.0030331505,0.0049100000,0.0045393915
0.0030373257,0.0049200000,0.0045456258
0.0030403077,0.0049300000,0.0045500784
0.0030428119,0.0049400000,0.0045538177
0.0030476860,0.0049500000,0.0045610955
0.0030559246,0.0049600000,0.0045733969
0.0030627233,0.0049700000,0.0045835483
0.0030659636,0.0049800000,0.0045883865
0.0030668375,0.0049900000,0.0045896913
0.0030700560,0.0050000000,0.0045944969
0.0030753426,0.0050100000,0.0046023903
0.0030761619,0.0050200000,0.0046036136
0.0030960999,0.0050300000,0.0046333824
0.0030961641,0.0050400000,0.0046334784
0.0031065631,0.0050500000,0.0046490044
0.0031091952,0.0050600000,0.0046529341
0.0031099568,0.0050700000,0.0046540713
0.0031106526,0.0050800000,0.0046551102
0.0031148691,0.0050900000,0.0046614055
0.0031213029,0.0051000000,0.0046710111
0.0031251664,0.0051100000,0.0046767793
0.0031285483,0.0051200000,0.0046818284
0.0031347739,0.0051300000,0.0046911230
0.0031392108,0.0051400000,0.0046977471
0.0031415557,0.0051500000,0.0047012479
0.0031417799,0.0051600000,0.0047015827
0.0031437462,0.0051700000,0.0047045182
0.0031452225,0.0051800000,0.0047067222
0.0031610929,0.0051900000,0.0047304155
0.0031812505,0.0052000000,0.0047605084
0.0031836938,0.0052100000,0.0047641560
0.0031865295,0.0052200000,0.0047683893
0.0031867722,0.0052300000,0.0047687516
0.0031867994,0.0052400000,0.0047687921
0.0031922803,0.0052500000,0.0047769742
0.0031970491,0.0052600000,0.0047840932
0.0031986390,0.0052700000,0.0047864667
0.0032037719,0.0052800000,0.0047941292
0.0032330132,0.0052900000,0.0048377798
0.0032369961,0.0053000000,0.0048437254
0.0032423761,0.0053100000,0.0048517562
0.0032551620,0.0053200000,0.0048708417
0.0032618093,0.0053300000,0.0048807641
0.0032624170,0.0053400000,0.0048816712
0.0032646469,0.0053500000,0.0048849997
0.0032778441,0.0053600000,0.0049046986
0.0032922698,0.0053700000,0.0049262308
0.0032932759,0.0053800000,0.0049277325
0.0032952891,0.0053900000,0.0049307374
0.0032968303,0.0054000000,0.0049330378
0.0032979319,0.0054100000,0.0049346820
0.0032990550,0.0054200000,0.0049363584
0.0033195309,0.0054300000,0.0049669202
0.0033227507,0.0054400000,0.0049717259
0.0033308042,0.0054500000,0.0049837460
0.0033323111,0.0054600000,0.0049859951
0.0033402799,0.0054700000,0.0049978886
0.0033438376,0.0054800000,0.0050031985
0.0033513638,0.0054900000,0.0050144312
0.0033548788,0.0055000000,0.0050196773
0.0033614781,0.0055100000,0.0050295265
0.0033626560,0.0055200000,0.0050312844
0.0033633811,0.0055300000,0.0050323666
0.0033823054,0.0055400000,0.0050606099
0.0033831148,0.0055500000,0.0050618178
0.0033896042,0.0055600000,0.0050715026
0.0033920109,0.0055700000,0.0050750943
0.0033942025,0.0055800000,0.0050783651
0.0034090298,0.0055900000,0.0051004929
0.0034124029,0.0056000000,0.0051055267
0.0034242123,0.0056100000,0.0051231501
0.0034258792,0.0056200000,0.0051256376
0.0034332655,0.0056300000,0.0051366603
0.0034333978,0.0056400000,0.0051368577
0.0034336219,0.0056500000,0.0051371921
0.0034359238,0.0056600000,0.0051406273
0.0034385825,0.0056700000,0.0051445947
0.0034539016,0.0056800000,0.0051674549
0.0034598363,0.0056900000,0.0051763109
0.0034682634,0.0057000000,0.0051888861
0.0034712255,0.0057100000,0.0051933061
0.0034728248,0.0057200000,0.0051956926
0.0034761352,0.0057300000,0.0052006324
0.0034769328,0.0057400000,0.0052018226
0.0034787075,0.0057500000,0.0052044708
0.0034877490,0.0057600000,0.0052179624
0.0034898149,0.0057700000,0.0052210451
0.0034949541,0.0057800000,0.0052287136
0.0034991356,0.0057900000,0.0052349530
0.0035032097,0.0058000000,0.0052410322
0.0035035905,0.0058100000,0.0052416003
0.0035088044,0.0058200000,0.0052493801
0.0035169244,0.0058300000,0.0052614962
0.0035302658,0.0058400000,0.0052814027
0.0035356290,0.0058500000,0.0052894051
0.0035356783,0.0058600000,0.0052894787
0.0035410791,0.0058700000,0.0052975370
0.0035411890,0.0058800000,0.0052977009
0.0035463473,0.0058900000,0.0053053973
0.0035494617,0.0059000000,0.0053100442
0.0035509198,0.0059100000,0.0053122197
0.0035534157,0.0059200000,0.0053159436
0.0035543954,0.0059300000,0.0053174053
0.0035606958,0.0059400000,0.0053268056
0.0035640799,0.0059500000,0.0053318548
0.0035659491,0.0059600000,0.0053346436
0.0035732147,0.0059700000,0.0053454838
0.0035797824,0.0059800000,0.0053552827
0.0035844922,0.0059900000,0.0053623095
0.0035865094,0.0060000000,0.0053653191
0.0036134933,0.0060100000,0.0054055769
0.0036200617,0.0060200000,0.0054153763
0.0036339567,0.0060300000,0.0054361057
0.0036350623,0.0060400000,0.0054377550
0.0036376690,0.0060500000,0.0054416438
0.0036452846,0.0060600000,0.0054530050
0.0036887382,0.0060700000,0.0055178278
0.0036938976,0.0060800000,0.0055255243
0.0037007653,0.0060900000,0.0055357688
0.0037013047,0.0061000000,0.0055365735
0.0037053658,0.0061100000,0.0055426313
0.0037166153,0.0061200000,0.0055594118
0.0037215654,0.0061300000,0.0055667958
0.0037230583,0.0061400000,0.0055690226
0.0037280394,0.0061500000,0.0055764527
0.0037282174,0.0061600000,0.0055767181
0.0037335710,0.0061700000,0.0055847038
0.0037412708,0.0061800000,0.0055961888
0.0037417959,0.0061900000,0.0055969721
0.0037431967,0.0062000000,0.0055990615
0.0037450789,0.0062100000,0.0056018690
0.0037603282,0.0062200000,0.0056246147
0.0037663459,0.0062300000,0.0056335903
0.0037758668,0.0062400000,0.0056477911
0.0037763547,0.0062500000,0.0056485189
0.0037787050,0.0062600000,0.0056520244
0.0037867303,0.0062700000,0.0056639942
0.0037982953,0.0062800000,0.0056812433
0.0037987673,0.0062900000,0.0056819473
0.0038021405,0.0063000000,0.0056869783
0.0038068094,0.0063100000,0.0056939418
0.0038097886,0.0063200000,0.0056983852
0.0038200514,0.0063300000,0.0057136915
0.0038298066,0.0063400000,0.0057282406
0.0038327887,0.0063500000,0.0057326881
0.0038369180,0.0063600000,0.0057388465
0.0038382446,0.0063700000,0.0057408251
0.0038400231,0.0063800000,0.0057434775
0.0038404681,0.0063900000,0.0057441411
0.0038433625,0.0064000000,0.0057484577
0.0038490814,0.0064100000,0.0057569868
0.0038540979,0.0064200000,0.0057644681
0.0038561224,0.0064300000,0.0057674875
0.0038566473,0.0064400000,0.0057682702
0.0038751766,0.0064500000,0.0057959035
0.0038801383,0.0064600000,0.0058033029
0.0038827950,0.0064700000,0.0058072647
0.0038885926,0.0064800000,0.0058159106
0.0038893145,0.0064900000,0.0058169873
0.0038986711,0.0065000000,0.0058309403
0.0039123783,0.0065100000,0.0058513810
0.0039139818,0.0065200000,0.0058537722
0.0039142553,0.0065300000,0.0058541801
0.0039181440,0.0065400000,0.0058599790
0.0039193875,0.0065500000,0.0058618332
0.0039197900,0.0065600000,0.0058624335
0.0039315015,0.0065700000,0.0058798976
0.0039362332,0.0065800000,0.0058869533
0.0039417318,0.0065900000,0.0058951527
0.0039531333,0.0066000000,0.0059121540
0.0039615507,0.0066100000,0.0059247054
0.0039621628,0.0066200000,0.0059256181
0.0039623002,0.0066300000,0.0059258230
0.0039649338,0.0066400000,0.0059297499
0.0039685714,0.0066500000,0.0059351739
